Unnamed: 0,Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Proper Motion,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Error (Lower),Star Mass Error (Upper),Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Distance Error (Lower),Distance Error (Upper),Parallax Error (Lower),Parallax Error (Upper),Semi-Major Axis (AU),Star Radius (AU),Star Age (Gyr)
3628,Kepler-1023 b,b,Kepler-1023,1.075940208058654,0.0,89.52,2.63,2.24,465.12806099795387,6.978,8.732357025628076,4.1578,0.93,5494.0,-0.192595550492626,0.89,4.47,0.05,694.175,1.41206,7.7872498,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,289.0297232,49.7697034,80.85082,16.63901,0.3,-0.18,0.0,0.04,-0.04,0.0,0.1,-0.05,0.0,5.46,-2.8,0.0,12.345,-11.928,0.0249907,-0.0249907,0.301,0.0043148357,11.98926690635247
3629,Kepler-376 c,c,Kepler-376,0.2379982130383746,0.0,87.71,1.79,3.7,930.4996746816242,1.3388075772022642e-14,2.301134731399024,2.61,1.06,5900.0,0.356627139504721,1.18,1.91,-0.103778,923.067,1.05479,15.1111513,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.6071451,38.4103192,71.03282,10.20893,0.36,-0.36,0.0,0.053,-0.049,0.0,0.23,-0.23,0.0,0.36,-0.36,0.0,16.189,-16.189,0.0188512,-0.0188512,0.115,0.0057207933999999,8.64440959734126
3630,Kepler-436 c,c,Kepler-436,0.285898630978059,0.0,87.02,2.33,2.62,571.15846848342,14.52,10.76949018051974,3.238,0.75,4685.0,-0.731077256563649,0.71,4.07,0.02,588.867,1.67105,5.5883514,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,301.7207775,44.4120856,80.05924,6.52188,0.19,-0.14,0.0,0.04,-0.04,0.0,0.04,-0.04,0.0,5.83,-2.26,0.0,15.687,-14.907,0.043739,-0.043739,0.1158,0.0034421723,20.528009571186693
3631,Kepler-398 b,b,Kepler-398,0.0719840926316532,0.0,82.74,0.93,5.12,823.6583933041004,81.287,2.3243751679656013,2.287,0.649,4493.0,-0.811014738406843,0.61,2.34,0.0527658,177.355,5.6095,44.396093,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.4688524,40.3437001,72.746,11.16571,0.1,-0.1,0.0,0.015,-0.015,0.0,0.03,-0.03,0.0,2.35,-0.892,0.0,0.538,-0.535,0.0169186,-0.0169186,0.044,0.0029573593,29.470551151312613
3632,Kepler-517 b,b,Kepler-517,1.0051729862217125,0.0,89.99,2.67,2.2,515.2561535736833,10.555,7.4228446480633075,6.3262,0.95,5690.0,-0.0185687170617989,0.98,6.31,-0.06,289.907,3.42069,44.6986747,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,293.6755138,41.2952061,74.37632,10.10439,0.32,-0.22,0.0,0.04,-0.04,0.0,0.12,-0.08,0.0,3.15,-3.81,0.0,2.07,-2.041,0.0242731,-0.0242731,0.2897,0.0047511674,11.368181186539106
3633,Kepler-287 c,c,Kepler-287,0.7783889496686939,0.0,89.24,3.26,1.7,584.9250499344805,12.457,10.017532283909889,3.584,0.97,5806.0,-0.134378143327399,1.03,7.6,0.117,835.86,1.16777,18.306699,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.9274282,48.4434588,80.09807,14.97247,1.49,-1.49,0.0,0.045,-0.049,0.0,0.47,-0.47,0.0,3.1,-3.1,0.0,15.1005,-15.1005,0.0214459,-0.0214459,0.246,0.0049935739,10.791222926279298
3634,Kepler-87 c,c,Kepler-87,3.3296882203897025,0.039,89.588,6.14,0.152,452.3999034210602,6.861061926995281e-15,11.381354908827433,16.942,1.1,5600.0,0.326044458115621,1.82,7.5,-0.17,1232.9,0.782544,4.5298324,<a refstr=OFIR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...561A.103O/abstract target=ref> Ofir et al. 2014 </a>,Transit,2013,2014-01,0,0,0,0,297.9168433,46.9651146,80.91089,10.10838,0.29,-0.29,0.0,0.05,-0.05,0.0,0.04,-0.04,0.0,0.5,-0.5,0.0,27.02,-27.02,0.0176347,-0.0176347,0.676,0.0088235966,7.879856109467703
3635,Kepler-439 b,b,Kepler-439,2.829444141411722,0.03,89.95,2.24,2.76,332.3972041393442,1.83,6.629145197516187,9.59,0.88,5431.0,-0.236,0.87,7.2,0.02,757.048,1.29224,6.4972426,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,Transit,2015,2015-02,0,0,0,0,280.8015188,44.0339733,73.11777,19.87226,0.16,-0.45,0.0,0.04,-0.04,0.0,0.08,-0.04,0.0,3.6,-3.9,0.0,11.488,-11.155,0.0196018,-0.0196018,0.563,0.0042178731,13.765542120067822
3636,HD 69830 b,b,HD 69830,0.149016763893352,0.1,86.90317161570154,3.17,1.76,891.1931554510674,1.1744270715967736e-11,12.773890648703386,3.184,0.86,5385.0,-0.22,0.8869469920155,7.0,-0.05,12.5591,79.5945,1026.8551062,<a refstr=LOVIS_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.441..305L/abstract target=ref> Lovis et al. 2006 </a>,Radial Velocity,2006,2006-05,1,3,9,0,124.6010091,-12.6364246,234.56776,12.82251,0.27,-0.213,0.0,0.03,-0.03,0.0,0.01943698136035,-0.01943698136035,0.0,3.0,-3.0,0.0,0.0097,-0.0096,0.060748,-0.060748,0.0785,0.0043000343204001,14.57987739365041
3637,61 Vir b,b,61 Vir,0.0728927766961344,0.12,86.90317161570154,2.11,2.98,1200.748927358526,1.1744270715967736e-11,4.830837673611111,3.184,0.94,5577.0,-0.095,0.96,8.96,-0.01,8.50332,117.573,1508.8416272,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,Radial Velocity,2009,2010-01,1,6,9,0,199.596455,-18.3157745,311.85177,44.08875,0.27,-0.213,0.0,0.03,-0.03,0.0,0.01,-0.01,0.0,2.76,-3.08,0.0,0.01737,-0.0173,0.237902,-0.237902,0.050201,0.0046542048,11.672943031448549
3638,Kepler-242 c,c,Kepler-242,0.2512332438285862,0.0,84.34,2.0,3.2,690.1954016771846,20.498,5.536332179930796,3.222,0.81,5020.0,-0.612671406380143,0.85,14.0,0.01,600.241,1.63773,2.2052459,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,286.5656932,41.8084168,72.52885,15.13516,1.23,-1.23,0.0,0.034,-0.04,0.0,0.52,-0.52,0.0,3.9,-3.9,0.0,11.342,-10.936,0.0306731,-0.0306731,0.109,0.0041209105,16.935087808430286
3639,Kepler-721 b,b,Kepler-721,0.097673280483265,0.0,88.67,2.64,2.23,913.9473986592884,138.751,11.455621301775148,2.981,0.82,5075.0,-0.36190208385729,0.78,4.9,-0.01,926.598,1.0515,28.0694045,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,284.4305132,44.4803776,74.49933,17.58273,0.14,-0.14,0.0,0.04,-0.04,0.0,0.04,-0.04,0.0,5.87,-2.98,0.0,35.076,-32.65,0.039102,-0.039102,0.0583,0.0037815414,16.423486923683306
3640,HD 170469 b,b,HD 170469,20.08424697718084,0.11,86.90317161570154,14.1,0.411,214.0033227661956,1.8018759516080533e-12,129.29890738813737,3.184,1.1,5842.0,0.204,1.24,6.7,0.29,60.178,16.5886,51.4729191,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2007,2007-11,1,1,3,0,277.2955423,11.6954244,40.94007,10.19103,0.27,-0.213,0.0,0.08,-0.08,0.0,0.02,-0.02,0.0,0.6,-0.9,0.0,0.1491,-0.1484,0.0407743,-0.0407743,2.24,0.0060116812,7.879856109467703
3641,Kepler-745 b,b,Kepler-745,0.1705276628067035,0.0,89.84,2.16,2.9,970.867301626384,3.789991323005964e-15,4.313609467455622,5.659,1.04,5849.0,0.375572173918037,1.04,4.07,0.06,1780.38,0.533539,6.5899338,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,291.4994412,37.0592571,69.76878,9.67745,0.58,-0.22,0.0,0.07,-0.07,0.0,0.28,-0.1,0.0,2.72,-2.3,0.0,77.445,-77.445,0.0242155,-0.0242155,0.0915,0.0050420552,9.066019560751853
3642,Kepler-1393 b,b,Kepler-1393,0.0398807132624071,0.0,88.5,0.8,4.69,1465.5387742653954,1.6332253965448996e-14,0.7561436672967864,1.822,0.95,5697.0,0.151356640383774,0.92,3.47,-0.09,544.456,1.5681302092689,18.046065,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,284.4594558,40.1424756,70.29718,15.96037,0.04,-0.08,0.0,0.04,-0.05,0.0,0.05,-0.04,0.0,2.87,-1.79,0.0,4.416,-4.3245000000000005,0.18855564472028,-0.18855564472028,0.0337,0.0044602796,11.368181186539106
3643,Kepler-151 c,c,Kepler-151,0.4311220304982973,0.0,88.69,2.09,3.02,612.2711950589174,21.407,6.340688053418492,3.014,0.87,5460.0,-0.334125232640136,0.83,4.6,0.124499,649.919,1.51014,9.9447158,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,292.1627933,41.0231947,73.60457,10.99626,1.04,-1.04,0.0,0.043,-0.05,0.0,0.41,-0.41,0.0,3.9,-3.9,0.0,9.538,-9.538,0.022405,-0.022405,0.16,0.0040239479,14.164520211887895
3644,Kepler-1350 b,b,Kepler-1350,0.0711088411547423,0.0,89.95,2.52,2.37,674.9840363484751,27.176,22.60733357066572,1.7864,0.55,3827.0,-1.28340491585886,0.53,4.57,-0.06,340.691,2.90756,24.6960217,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,288.250611,46.6794847,77.67236,15.92459,0.16,-0.25,0.0,0.03,-0.05,0.0,0.03,-0.05,0.0,5.83,-2.71,0.0,5.8225,-5.8225,0.0497661,-0.0497661,0.0413,0.0025695089,44.57519751823087
3645,Kepler-655 b,b,Kepler-655,0.7584664535692717,0.0,89.98,2.71,2.15,668.7025728814514,1.8290597802197432e-14,4.776339750260146,6.9941,1.15,6170.0,0.323848767654099,1.24,3.39,0.0,752.562,1.30007,13.2936728,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,297.2590664,46.843165,80.58117,10.44242,0.41,-0.27,0.0,0.06,-0.05,0.0,0.18,-0.12,0.0,0.947,-1.37,0.0,9.1025,-9.1025,0.0159493,-0.0159493,0.2559,0.0060116812,7.051076054747175
3646,HD 141399 d,d,HD 141399,18.35301454037524,0.074,86.90317161570154,13.7,0.801,224.62709374349643,4.701358780729165e-12,97.53054238821856,3.184,1.07,5600.0,0.201397124320451,1.38723567048,4.0,0.35,37.0169,26.9857,108.5340895,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,Radial Velocity,2014,2014-06,1,0,3,0,236.7235392,46.986288,74.98872,50.45641,0.27,-0.213,0.0,0.08,-0.08,0.0,0.03132079333195,-0.03132079333195,0.0,2.2,-1.9,0.0,0.033,-0.0329,0.0238575,-0.0238575,2.09,0.0067254988711242,8.443850895673538
3647,HD 1461 c,c,HD 1461,0.2322520425754955,0.305,86.90317161570154,2.23,2.77,911.6441274413172,5.647737653599954e-12,3.745310202067434,3.184,1.02,5765.0,0.0971216192067456,1.15228780662,7.12,0.19,23.4534,42.609,441.9148713,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,Radial Velocity,2015,2016-01,1,2,9,0,4.6762645,-8.0536206,99.3068,-69.41004,0.27,-0.213,0.0,0.05,-0.05,0.0,0.027109766982975,-0.027109766982975,0.0,1.4,-1.56,0.0,0.0309,-0.0309,0.0557121,-0.0557121,0.1117,0.0055864410839086,9.516989071286758
3648,Kepler-84 d,d,Kepler-84,0.072365563988874,0.0,82.31,1.38,5.19,1408.486595035772,6.4683125445409736e-15,1.391190006574622,3.172,1.06,6031.0,0.212,1.17,3.98,-0.07,1023.9,0.692872030637331,4.0346434,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,298.2520208,40.4960842,75.35385,6.68858,0.27,-0.27,0.0,0.057,-0.06,0.0,0.22,-0.22,0.0,1.83,-1.91,0.0,4.416,-4.3245000000000005,0.70429446869484,-0.70429446869484,0.052,0.0056723120999999,8.64440959734126
3649,Kepler-372 b,b,Kepler-372,0.1205008344917086,0.0,75.35,1.36,5.29,1249.4192589778772,4.596660937753986e-15,1.4232071406586646,4.12,1.147,6509.0,0.320733537120161,1.14,3.09,0.16,1493.95,0.640547,10.0549276,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.2562253,49.2589288,80.96007,15.10953,0.59,-0.59,0.0,0.076,-0.083,0.0,0.49,-0.49,0.0,1.32,-1.34,0.0,50.96,-47.76,0.0219468,-0.0219468,0.075,0.0055268681999999,7.097272090591554
3650,HD 45184 c,c,HD 45184,0.2258656999179318,0.07,86.90317161570154,2.91,1.96,903.3836792498251,3.5176321610164268e-12,7.325826127943551,3.184,1.03,5869.0,0.053,1.07513917243,6.8,0.04,21.9532,45.5224,205.3081838,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,Radial Velocity,2019,2019-02,1,0,8,0,96.1820205,-28.7806402,236.62565,-18.07374,0.27,-0.213,0.0,0.05,-0.05,0.0,0.0249029156589,-0.0249029156589,0.0,1.6,-1.64,0.0,0.0156,-0.0155,0.0320207,-0.0320207,0.11,0.005212414476033,9.28767346747378
3651,GJ 581 e,e,GJ 581,0.0532987004753097,0.0,86.90317161570154,1.17,5.83,572.476392855966,1.1744270715967736e-11,12.570247933884296,3.184,0.31,3396.0,-1.885,0.33,4.3,-0.088136565887,6.2981,158.749,1225.3257121,<a refstr=ROBERTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345..440R/abstract target=ref>Robertson et al. 2014</a>,Radial Velocity,2009,2009-11,3,3,5,0,229.8564725,-7.7226935,354.07234,40.02208,0.27,-0.213,0.0,0.02,-0.02,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,0.002095,-0.002095,0.0523245,-0.0523245,0.02815,0.0015998829,186.89417484575952
3652,CoRoT-30 b,b,CoRoT-30,0.1556254070783274,0.007,90.0,11.31,3.45,913.4190211753664,1.1744270715967736e-11,154.46938775510205,3.184,0.98,5650.0,-0.196525847504432,0.91,3.0,0.02,1032.23,0.942447,1.285261,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,Transit,2020,2020-03,0,0,0,0,277.6011767,6.8359338,36.66096,7.77355,0.852,-0.852,0.0,0.03,-0.05,0.0,0.09,-0.03,0.0,3.7,-2.4,0.0,48.57,-44.467,0.0432196,-0.0432196,0.0844,0.0044117983,10.518039822492824
3653,Kepler-1182 b,b,Kepler-1182,0.1893070159634573,0.0,89.94,2.41,2.51,954.2173881817388,3.4293557750356586e-15,5.268117913832199,3.421,1.04,5924.0,0.256046307160758,1.05,3.39,0.01,1545.39,0.619142,7.410793,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,296.3079895,43.8213706,77.56359,9.57788,0.6,-0.5,0.0,0.11,-0.09,0.0,0.26,-0.13,0.0,2.55,-1.72,0.0,64.04,-59.22,0.0255741,-0.0255741,0.0981,0.0050905365,9.066019560751853
3654,KMT-2019-BLG-1339L b,b,KMT-2019-BLG-1339L,28.59018328606232,0.0,86.90317161570154,13.7,0.848,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.48,5551.0,-0.0712,0.95,4.0,0.02,6120.0,2.713985,18.7319359,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>,Microlensing,2020,2020-08,0,0,0,0,265.743417,-25.5739167,2.55867,2.25989,0.27,-0.213,0.0,0.4,-0.28,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1260.0,-1600.0,0.0301566,-0.0301566,2.15,0.0046057235,62.64651358394377
3655,Kepler-33 c,c,Kepler-33,0.2268077003134525,0.0,88.19,3.2,0.13,1137.2691173794808,1.2164029629924272e-14,3.091414080425069,6.7,1.29,5904.0,0.556,1.82,4.27,0.025,1209.16,0.798185,13.1296918,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,Transit,2011,2012-05,0,0,0,0,289.0775348,46.0051696,77.26281,15.13411,0.3,-0.3,0.0,0.06,-0.12,0.0,0.14,-0.18,0.0,0.74,-1.03,0.0,22.195,-22.195,0.0150642,-0.0150642,0.1189,0.0088235966,5.2908533521160015
3656,Kepler-33 e,e,Kepler-33,0.5468856961625824,0.0,88.94,4.02,0.8,848.106365587761,1.2164029629924272e-14,4.878758604033328,8.9,1.29,5904.0,0.556,1.82,4.27,0.025,1209.16,0.798185,13.1296918,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,Transit,2011,2012-05,0,0,0,0,289.0775348,46.0051696,77.26281,15.13411,0.38,-0.38,0.0,0.06,-0.12,0.0,0.14,-0.18,0.0,0.74,-1.03,0.0,22.195,-22.195,0.0150642,-0.0150642,0.2138,0.0088235966,5.2908533521160015
3657,Kepler-33 f,f,Kepler-33,0.7060768274181851,0.0,89.17,4.46,0.9,778.8703859263798,1.2164029629924272e-14,6.005192609588213,9.87,1.29,5904.0,0.556,1.82,4.27,0.025,1209.16,0.798185,13.1296918,<a refstr=LISSAUER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..112L/abstract target=ref> Lissauer et al. 2012 </a>,Transit,2011,2012-05,0,0,0,0,289.0775348,46.0051696,77.26281,15.13411,0.41,-0.41,0.0,0.06,-0.12,0.0,0.14,-0.18,0.0,0.74,-1.03,0.0,22.195,-22.195,0.0150642,-0.0150642,0.2535,0.0088235966,5.2908533521160015
3658,MOA-2008-BLG-310L b,b,MOA-2008-BLG-310L,15.818279635463307,0.0,86.90317161570154,5.18,0.925,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.21,5551.0,-0.0712,0.95,4.0,0.02,7700.0,2.713985,18.7319359,<a refstr=BHATTACHARYA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...59B/abstract target=ref>Bhattacharya et al. 2017</a>,Microlensing,2009,2010-03,7,0,0,0,268.560542,-34.7780528,355.91449,-4.56257,0.27,-0.213,0.0,0.14,-0.14,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,1100.0,-1100.0,0.0301566,-0.0301566,1.1,0.0046057235,494.82514792742046
3659,OGLE-2012-BLG-0406L b,b,OGLE-2012-BLG-0406L,60.6990889571202,0.0,86.90317161570154,13.2,2.07,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.44,5551.0,-0.0712,0.95,4.0,0.02,4970.0,2.713985,18.7319359,<a refstr=TSAPRAS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...48T/abstract target=ref> Tsapras et al. 2014 </a>,Microlensing,2013,2014-02,12,0,0,0,268.325708,-30.4711667,359.54055,-2.21994,0.27,-0.213,0.0,0.07,-0.07,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,290.0,-290.0,0.0301566,-0.0301566,3.45,0.0046057235,77.86966543847201
3660,Kepler-83 c,c,Kepler-83,0.3133358206533245,0.0,87.49,2.36,4.77,457.0278509355248,5.9,14.968019349637194,3.5881,0.66,4082.0,-1.10237290870956,0.61,3.09,-0.2,400.409,2.46907,13.77404,<a refstr=XIE_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJS..208...22X/abstract target=ref> Xie 2013 </a>,Transit,2012,2013-10,0,0,0,0,282.2325197,43.6655662,73.114,18.77652,0.35,-0.35,0.0,0.41,-0.25,0.0,0.03,-0.03,0.0,4.58,-1.5,0.0,5.153,-5.153,0.0318941,-0.0318941,0.11796,0.0029573593,28.25791803933258
3661,Kepler-282 d,d,Kepler-282,0.3855450063895503,0.0,89.99,2.46,22.5,674.5364620049882,1.892693266611467e-15,7.63994445145815,6.1513,0.97,5699.0,0.105869053229812,0.89,0.4,-0.25,1337.61,0.718924,8.8835774,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,284.6772402,44.7976401,74.87605,17.53304,1.0,-0.2,0.0,0.1,-0.12,0.0,0.36,-0.07,0.0,1.6,-1.6,0.0,44.61,-41.87,0.02398,-0.02398,0.154,0.0043148357,10.791222926279298
3662,CoRoT-17 b,b,CoRoT-17,0.0609838146491447,0.0,88.34,11.43,2.82,1659.709662496541,3.103451462779541e-15,51.67710929156283,4.72001,1.04,5740.0,0.13420787698418,1.59,10.7,0.0,1176.12,0.82338,9.2427444,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,Transit,2011,2011-07,0,0,0,0,278.699236,-6.612288,25.15299,0.66631,0.78,-0.78,0.0,0.1,-0.1,0.0,0.07,-0.07,0.0,1.0,-1.0,0.0,57.17,-52.19,0.0391423,-0.0391423,0.0461,0.0077085267,9.066019560751853
3663,Kepler-297 b,b,Kepler-297,0.6415882936884013,0.0,89.97,2.87,11.3,569.6330897594379,16.464,9.731687145557656,6.125,0.98,5619.0,-0.0960778339965693,0.92,1.9,-0.1,692.14,1.41601,2.4872998,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,283.2091605,48.7776156,78.46058,19.83985,0.52,-0.52,0.0,0.04,-0.046,0.0,0.17,-0.17,0.0,1.4,-1.4,0.0,8.083,-7.901,0.0165559,-0.0165559,0.217,0.0044602796,10.518039822492824
3664,Kepler-114 c,c,Kepler-114,0.1385636755329773,0.0,89.36,1.6,3.76,662.217134615203,51.623,8.77914951989026,2.6319,0.56,4660.0,-0.685303352908345,0.54,2.69,0.229056,259.533,3.82424,64.5444001,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Transit,2013,2014-02,0,0,0,0,294.121482,48.3497977,80.94435,13.01505,0.18,-0.18,0.0,0.06,-0.06,0.0,0.06,-0.06,0.0,2.31,-1.08,0.0,1.3085,-1.3085,0.0192787,-0.0192787,0.06482,0.0026179902,42.61180515185337
3665,Kepler-290 c,c,Kepler-290,0.6528436951563814,0.0,89.44,2.7,2.16,481.46556144720535,6.596,13.312636961285614,4.278,0.798,5147.0,-0.585911843908437,0.74,1.1,-0.06,694.627,1.41133,7.3582392,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,286.4100307,42.6815137,73.31632,15.58121,1.39,-1.39,0.0,0.034,-0.034,0.0,0.38,-0.38,0.0,3.7,-3.7,0.0,14.518,-13.946,0.0292632,-0.0292632,0.205,0.0035876162,17.578943554046653
3666,HD 86950 b,b,HD 86950,21.876567475229024,0.17,86.90317161570154,13.0,2.86,425.5223801876365,1.133241327387823e-12,2.182334710743801,3.184,1.66,4805.0,1.56,8.8,4.0,0.04,209.839,4.7372,14.2058167,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...51W/abstract target=ref>Wittenmyer et al. 2017</a>,Radial Velocity,2016,2017-02,1,0,0,0,150.4066612,-17.3330699,255.23272,29.40593,0.27,-0.213,0.0,0.25,-0.25,0.0,0.6,-0.6,0.0,2.2,-1.9,0.0,1.96,-1.925,0.0437787,-0.0437787,2.72,0.042663544,2.8166298653880566
3667,OGLE-2019-BLG-0960L b,b,OGLE-2019-BLG-0960L,23.27154770737381,0.0,86.90317161570154,1.39,5.12,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.5,5551.0,-0.0712,0.95,4.0,0.02,980.0,2.713985,18.7319359,<a refstr=YEE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..180Y/abstract target=ref>Yee et al. 2021</a>,Microlensing,2021,2021-11,0,0,0,0,274.0142917,-25.7746667,6.09788,-4.30367,0.27,-0.213,0.0,0.12,-0.12,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,210.0,-210.0,0.0301566,-0.0301566,1.9,0.0046057235,56.56854249492381
