Planet Name,Planet Letter,Host Star Name,Orbital Period,Orbital Eccentricity,Orbital Inclination,Planet Radius (Earth Radii),Planet Density,Equilibrium Temperature,Insolation Flux,Transit Depth,Transit Duration,Star Mass,Effective Temperature,Star Luminosity,Star Radius,Star Age,Metallicity,Distance,Parallax,Planet Reference Name,Discovery Method,Discovery Year,Discovery Publication Date,Number of Photometric Measurements,Number of RV Measurements,Number of Spectroscopic Measurements,Number of Duplicated Measurements,Right Ascension,Declination,Galactic Longitude,Galactic Latitude,Planet Radius Error (Lower),Planet Radius Error (Upper),Planet Radius Limit,Star Mass Limit,Star Radius Error (Lower),Star Radius Error (Upper),Star Radius Limit,Star Age Error (Lower),Star Age Error (Upper),Star Age Limit,Star Age (Gyr)
Kepler-21 b,b,Kepler-21,0.047841513047187,0.0,83.2,1.639,9.3,2053.946641794943,1.9419617238719285e-12,0.7441332409972299,3.4834,1.41,6305.0,0.714999967412042,1.9,2.84,-0.03,108.522,9.18591,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2012,2012-02,1,0,0,0,287.3619673,38.7141384,69.85644,13.33672,0.019,-0.015,0.0,0.0,0.02,-0.01,0.0,0.35,-0.35,0.0,4.235963588685273
Kepler-177 b,b,Kepler-177,0.6685977422806334,0.0,89.93,3.5,0.75,693.8074530413264,3.725734512105899e-15,7.030532598714416,7.495,0.92,5732.0,0.240000292707601,1.32,1.8,-0.11,1435.44,0.667813,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,Transit,2013,2014-02,0,0,0,0,286.0471442,45.0532038,75.49689,16.72431,0.19,-0.15,0.0,0.0,0.05,-0.05,0.0,1.2,-1.2,0.0,12.317722947606022
Qatar-4 b,b,Qatar-4,0.0310808766863217,0.0,87.5,12.722,5.1,1413.918435982618,614.0,224.0128498269896,2.1384,0.9,5215.0,-0.318,0.85,0.17,0.103,329.036,3.01051,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,Transit,2017,2017-04,0,0,0,0,4.859275,44.0275965,116.87585,-18.46753,1.233,-1.233,0.0,0.0,0.06,-0.06,0.0,0.01,-0.01,0.0,13.013488313450118
TOI-1269 b,b,TOI-1269,0.0731612519115244,0.0,86.90317161570154,2.401,2.53,1120.7905868720854,231.203400378068,7.978963321799308,2.6216334,0.9,5499.0,-0.22,0.85,3.1,-0.049,172.138,5.78043,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,Transit,2024,2024-06,0,0,0,0,249.6966397,64.559181,95.62542,38.38215,0.15,-0.074,0.0,0.0,0.01,-0.01,0.0,2.3,-1.8,0.0,13.013488313450118
TOI-4379 b,b,TOI-4379,3.25352,0.018,86.90317161570154,16.69,0.418,1869.37906261396,4.895279352029604e-14,71.0529792878278,5.18811118181364,1.37,6020.0,0.637,1.98,4.51,0.16,645.158,1.52314,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,Transit,2024,2024-08,0,0,0,0,252.0478813,-32.4337532,349.99603,8.05953,0.886,-0.886,0.0,0.0,0.04,-0.04,0.0,0.4,-1.21,0.0,4.551961520148973
LHS 1678 d,d,LHS 1678,0.0862045912295599,0.036,88.31,0.981,5.28,493.54247170696976,9.1,8.83710743801653,1.0,0.34,3490.0,-1.839,0.33,7.0,0.02,19.8782,50.2773,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,Transit,2024,2024-02,0,0,0,0,68.1789866,-39.7908744,243.29836,-42.91686,0.07,-0.072,0.0,0.0,0.01,-0.01,0.0,2.0,-3.0,0.0,148.35517745891767
Kepler-107 c,c,Kepler-107,0.0842573536506724,0.08,89.49,1.597,13.5,1409.3837291665682,4.213956039284955e-14,1.2130363852556478,4.269,1.24,5854.0,0.364490583885443,1.45,4.29,0.321,525.997,1.87249,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Transit,2014,2014-03,0,0,0,0,297.028162,48.2086019,81.72606,11.23255,0.026,-0.026,0.0,0.0,0.01,-0.01,0.0,0.7,-0.56,0.0,5.840442963929985
USco CTIO 108 b,b,USco CTIO 108,444852.92164825584,0.0,86.90317161570154,12.3,13.1,3.018128003280666,1.1744270715967736e-11,1268.39224056004,3.184,0.06,2700.0,-1.95,0.345365,0.003,0.02,144.019,6.93055,<a refstr=B_EACUTE_JAR_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673L.185B/abstract target=ref>B&eacute;jar et al. 2008</a>,Imaging,2008,2008-02,0,0,0,0,241.4752653,-18.3124167,354.46972,24.53881,0.27,-0.213,0.0,0.0,0.0143674,-0.0143674,0.0,0.005,-0.002,0.0,11340.23029066286
Kepler-311 b,b,Kepler-311,0.155148245796776,0.0,89.63,1.7,3.95,1075.2411751547131,1.0196879402328178e-14,2.0408163265306123,4.342,1.08,5905.0,0.19327963607945,1.19,1.95,-0.01,778.654,1.25545,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,282.0612731,47.0854984,76.49308,20.02263,0.33,-0.33,0.0,0.0,0.23,-0.23,0.0,0.87,-0.87,0.0,8.249746644799178
OGLE-2017-BLG-1434L b,b,OGLE-2017-BLG-1434L,16.79341271390849,0.0,86.90317161570154,1.94,3.33,801.5206150638595,1.1744270715967736e-11,9.32814340390306,3.184,0.23,5551.0,-0.0712,0.95,4.0,0.02,860.0,2.713985,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,Microlensing,2018,2018-03,0,0,0,0,268.2804667,-30.2456583,359.71528,-2.07199,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,394.1671343233927
LkCa 15 c,c,LkCa 15,0.2423847080759729,0.0,50.0,2.79,2.61,60.751502390576526,1.1744270715967736e-11,9.32814340390306,3.184,0.94,4194.0,-0.191639379988306,1.61,0.001,0.26,158.152,6.29465,<a refstr=SALLUM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Natur.527..342S/abstract target=ref>Sallum et al. 2015</a>,Imaging,2015,2015-11,0,0,0,0,69.8241791,22.3508662,176.68976,-15.98175,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,11.672943031448549
TOI-3540 A b,b,TOI-3540 A,0.0537034343659717,0.0,81.93,23.539,0.065,1531.873119633601,841.3,366.2400165245556,1.9008,1.08,5810.0,0.19,1.23,6.0,0.176,396.379,2.713985,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,Transit,2022,2022-08,0,0,0,0,328.9113712,28.1794996,82.16987,-20.45574,0.27,-0.213,0.0,0.0,0.03,-0.03,0.0,3.0,-2.5,0.0,8.249746644799178
TOI-4010 c,c,TOI-4010,0.0935579123981346,0.03,88.8,5.93,0.5,923.8019112222764,112.0,51.04499927420525,2.77,0.88,4960.0,-0.399604915142719,0.83,6.1,0.37,177.504,5.60499,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,Transit,2023,2023-07,0,0,0,0,20.2148196,66.0722009,125.91346,3.37092,0.11,-0.12,0.0,0.0,0.01,-0.01,0.0,3.1,-3.1,0.0,13.765542120067822
HIP 29442 c,c,HD 42813,0.0636030516623234,0.0,86.3,1.551,6.3,1212.790041150325,451.0,2.5047907122032487,2.429,0.9,5289.0,-0.154901959985743,0.98,11.2,0.24,68.192,14.6357,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,Radial Velocity,2023,2023-08,0,0,0,0,93.0578446,-14.6493167,221.87205,-15.18304,0.045,-0.045,0.0,0.0,0.01,-0.01,0.0,3.4,-3.4,0.0,13.013488313450118
NGTS-6 b,b,NGTS-6,0.015550132706022,0.0,78.231,14.863,0.711,1557.389963701597,983.424595742885,392.7267004444445,0.575967222552898,0.77,4730.0,-0.592,0.75,9.77,0.11,308.262,3.21508,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,Transit,2019,2019-11,0,0,0,0,75.795382,-30.3994612,232.39378,-35.45066,1.087,-1.255,0.0,0.0,0.01,-0.01,0.0,0.25,-0.54,0.0,19.22087644790655
TOI-122 b,b,TOI-122,0.0875846748378546,0.0,88.4,2.72,2.14,486.1250670271691,8.8,67.93755739210285,1.21003530701906,0.31,3403.0,-1.854,0.33,2.0,0.02,62.118,16.0698,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,Transit,2020,2021-01,0,0,0,0,332.9482355,-58.946085,332.55681,-47.96855,0.18,-0.18,0.0,0.0,0.01,-0.01,0.0,2.2,-1.9,-1.0,186.89417484575952
LHS 1678 b,b,LHS 1678,0.0148609772521269,0.033,88.53,0.685,6.0,886.7860940984815,94.3,4.308769513314967,0.801,0.34,3490.0,-1.839,0.33,7.0,0.02,19.8782,50.2773,<a refstr=SILVERSTEIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240300110S/abstract target=ref>Silverstein et al. 2024</a>,Transit,2021,2022-04,0,0,0,0,68.1789866,-39.7908744,243.29836,-42.91686,0.037,-0.035,0.0,0.0,0.01,-0.01,0.0,2.0,-3.0,0.0,148.35517745891767
HD 33142 d,d,HD 33142,1.548694395133826,0.191,86.90317161570154,9.32,0.431,751.521787848925,2.171259520751495e-12,4.995278597266074,3.184,1.52,5025.4,1.0,4.17,2.72,0.06,121.375,8.21025,<a refstr=TRIFONOV_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220603899T/abstract target=ref>Trifonov et al. 2022</a>,Radial Velocity,2022,2022-06,1,0,2,0,76.8980559,-13.9863374,214.33741,-29.22647,0.27,-0.213,0.0,0.0,0.03,-0.07,0.0,0.14,-0.13,0.0,3.510678262005768
HD 150010 b,b,HD 150010,9.128517358187802,0.2,86.90317161570154,13.3,1.78,695.5487125083729,3.036674829227773e-12,0.6740207285474776,3.184,1.3,4153.0,1.982,16.2,4.9,-0.25,144.49,6.89216,<a refstr=JEONG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...662A..12J/abstract target=ref>Jeong et al. 2022</a>,Radial Velocity,2022,2022-06,0,0,0,0,247.8670682,72.6125804,105.31987,35.99152,0.27,-0.213,0.0,0.0,0.4,-0.4,0.0,1.1,-1.1,0.0,5.189692421935083
AB Aur b,b,AB Aur,3690.3931536135833,0.4,42.6,12.5,8.05,85.3879997950779,2.1551529123873498e-12,17.84712465029985,3.184,2.4,9770.0,1.771,2.95887,0.003,0.02,162.127,6.13996,<a refstr=CURRIE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...76C/abstract target=ref>Currie et al. 2022</a>,Imaging,2022,2022-04,0,0,0,0,73.9410446,30.5510888,172.49916,-7.98082,0.27,-0.213,0.0,0.0,0.0966382,-0.0706985,0.0,0.002,-0.002,0.0,1.120654903416498
HIP 29442 d,d,HD 42813,0.1156328447159584,0.0,88.9,1.538,11.0,993.6906496838236,203.0,2.462977925864224,3.08,0.9,5289.0,-0.154901959985743,0.98,11.2,0.24,68.192,14.6357,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,Radial Velocity,2023,2023-08,0,0,0,0,93.0578446,-14.6493167,221.87205,-15.18304,0.049,-0.049,0.0,0.0,0.01,-0.01,0.0,3.4,-3.4,0.0,13.013488313450118
TOI-880.02,b,TOI-880,0.0441372289362975,0.0,86.90317161570154,2.778,2.09,1189.8995826881428,301.87,11.477221891731114,2.4810064,0.81,4935.0,-0.447714058234472,0.82,4.0,0.02,60.6679,16.4543,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,Transit,2024,2024-05,0,0,0,0,94.1644734,-13.987337,221.71652,-13.93193,0.229,-0.229,0.0,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,16.935087808430286
TOI-406.01,b,TOI-406,0.2268013069968729,0.0,86.90317161570154,1.96,3.28,352.12009779653187,2.65,25.25706771860618,2.1570272,0.48,3349.0,-1.77963559689354,0.39,4.0,0.02,31.0597,32.1671,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,Transit,2024,2024-05,0,0,0,0,49.2626428,-42.2441492,249.56265,-56.80726,0.446,-0.446,0.0,0.0,0.0511945,-0.05,0.0,2.2,-1.9,0.0,62.64651358394377
DS Tuc A b,b,DS Tuc A,8.138268,0.0,89.5,5.7,2.61,850.0,115.827556330468,35.25390625,3.1764,1.01,5428.0,-0.14,0.96,0.045,0.0,44.0622,22.6663,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L..17N/abstract target=ref>Newton et al. 2019</a>,Transit,2019,2019-07,1,0,0,0,354.9154673,-69.196043,312.10146,-46.63356,0.17,-0.17,0.0,0.0,0.03,-0.03,0.0,0.004,-0.004,0.0,9.754310265758154
HD 42813 b,b,HD 42813,0.2449306199873864,0.0,89.3,3.41,1.3,773.7439139128569,74.7,12.10755935027072,4.327,0.9,5289.0,-0.154901959985743,0.98,11.2,0.24,68.192,14.6357,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,Transit,2023,2023-10,0,0,0,0,93.0578446,-14.6493167,221.87205,-15.18304,0.046,-0.046,0.0,0.0,0.01,-0.01,0.0,3.4,-3.4,0.0,13.013488313450118
HAT-P-51 b,b,HAT-P-51,0.072601988177302,0.07,89.28,13.507,0.218,1189.6625894622175,310.0,186.1433006836037,3.3672,0.96,5453.0,-0.102,0.99,8.1,0.302,440.089,2.24399,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,Transit,2015,2015-12,0,0,0,0,21.0651251,32.8107,130.85829,-29.55538,0.191,-0.179,0.0,0.0,0.01,-0.01,0.0,2.7,-2.5,0.0,11.07444364322545
K2-231 b,b,K2-231,13.841901,0.0,88.6,2.5,2.39,801.5206150638595,1.1744270715967736e-11,6.925207756232688,2.94,1.01,5695.0,-0.112080913621627,0.95,3.0,0.14,321.215,3.08511,<a refstr=CURTIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..173C/abstract target=ref>Curtis et al. 2018</a>,Transit,2018,2018-04,0,0,0,0,289.0918242,-15.7712178,21.45369,-12.52792,0.2,-0.2,0.0,0.0,0.03,-0.03,0.0,0.25,-0.25,0.0,9.754310265758154
HD 18742 b,b,HD 18742,13.228710006144444,0.04,86.90317161570154,13.1,2.64,408.3401349745087,1.3814241758980552e-12,6.520904817816689,3.184,1.36,4940.0,1.14301480025409,5.13,2.3,-0.04,162.685,6.12112,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2011,2011-12,1,0,1,0,45.0443115,-20.8027024,207.80483,-60.00474,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,0.5,-0.5,0.0,4.636099295591177
HD 197037 b,b,HD 197037,17.761265127138604,0.22,86.90317161570154,13.9,0.514,221.2295890321076,6.925678062221474e-12,158.23590835568476,3.184,1.11,6150.0,0.238573237502748,1.105,1.9,-0.2,33.1944,30.0966,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,Radial Velocity,2012,2012-04,1,0,0,0,309.8869681,42.247593,81.67626,0.41247,0.27,-0.213,0.0,0.0,0.023,-0.023,0.0,2.2,-1.9,0.0,7.703579220456933
HIP 57274 d,d,HIP 57274,7.464496160243079,0.27,86.90317161570154,14.2,0.321,187.4493248492921,9.086702825331464e-12,436.0726643598615,3.184,0.73,4640.0,0.19,0.68,7.87,0.09,25.8618,38.6381,<a refstr=FISCHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...21F/abstract target=ref> Fischer et al. 2012 </a>,Radial Velocity,2011,2012-01,1,0,1,0,176.1705487,30.9576484,194.2528,74.93234,0.27,-0.213,0.0,0.0,0.03,-0.03,0.0,5.0,-5.0,0.0,21.96306008559403
Kepler-326 c,c,Kepler-326,0.078492049605906,0.0,88.6,1.4,34.8,995.4690967647996,303.62,3.062499999999999,2.142,0.85,5105.0,-0.156568625880416,0.8,14.0,0.238548,487.675,2.02308,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,294.3255898,46.0022646,78.86026,11.8369,0.1,-0.1,0.0,0.0,0.05,-0.05,0.0,2.3,-2.3,0.0,15.012488430356829
Kepler-252 b,b,Kepler-252,0.1123716974431932,0.0,88.24,1.23,6.02,637.9919656759281,39.264,5.001322314049586,1.978,0.61,4208.0,-0.785662240896964,0.55,13.9,-0.13,379.424,2.60696,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,295.579329,44.5459052,77.95933,10.38166,0.12,-0.12,0.0,0.0,0.03,-0.03,0.0,3.6,-3.6,0.0,34.40926630822251
Kepler-110 c,c,Kepler-110,0.535914421423526,0.0,89.86,2.21,2.81,707.1877274219071,2.5660430207796283e-14,3.6930812854442334,4.823,1.067,5960.0,0.275978756426046,1.15,4.47,-0.149756,586.531,1.67638,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,292.9291693,48.6028303,80.82269,13.83649,0.44,-0.44,0.0,0.0,0.23,-0.23,0.0,0.92,-1.09,0.0,8.50332839042699
Kepler-273 b,b,Kepler-273,0.0461231040885049,0.0,87.29,1.5,4.66,1296.0253780956127,285.636,3.4293552812071324,1.704,0.94,5626.0,-0.340987254248505,0.81,5.1,0.14,713.964,1.37203,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,291.3021458,47.6976573,79.50293,14.43623,0.86,-0.86,0.0,0.0,0.46,-0.46,0.0,3.6,-3.6,0.0,11.672943031448549
Kepler-265 e,e,Kepler-265,1.143543935590819,0.0,89.98,2.59,2.28,533.4749015510606,1.0699446278707171e-16,5.543884297520659,7.066,0.98,5835.0,0.005482525368457,1.1,0.28,-0.14,1280.25,0.752895,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,290.5104788,41.244743,73.25046,12.21177,0.55,-0.55,0.0,0.0,0.23,-0.23,0.0,0.96,-0.96,0.0,10.518039822492824
Kepler-1111 b,b,Kepler-1111,0.1542617497630031,0.0,89.86,2.0,3.2,1086.555825460275,118.52,3.024574669187146,3.3986,1.1,6077.0,-0.0903019390425566,1.15,3.16,0.02,841.536,1.15986,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Transit,2016,2016-05,0,0,0,0,295.4634045,45.8127697,79.05989,11.0467,0.54,-0.26,0.0,0.0,0.31,-0.15,0.0,1.68,-1.4,0.0,7.879856109467703
47 UMa b,b,47 UMa,18.57188038340298,0.032,86.90317161570154,13.2,1.92,219.4528448855532,3.3272464470755317e-11,119.0082644628099,3.184,1.06,5872.0,0.198,1.21,6.48,0.04,13.7967,72.4528,<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>,Radial Velocity,1996,1996-06,1,9,3,0,164.8647611,40.4304931,175.78305,63.3677,0.27,-0.213,0.0,0.0,0.04,-0.06,0.0,1.44,-1.04,0.0,8.64440959734126
tau Boo b,b,tau Boo,0.0593180714500804,0.011,44.5,12.8,4.95,1719.8712784402687,6.593505486862728e-11,80.12127732407454,3.184,1.32,6466.27,0.505,1.43,2.0,0.264,15.6521,63.8638,<a refstr=BORSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...578A..64B/abstract target=ref>Borsa et al. 2015</a>,Radial Velocity,1996,1997-01,1,3,1,0,206.8134593,17.4571647,358.93289,73.89072,0.27,-0.213,0.0,0.0,0.06,-0.05,0.0,2.2,-1.9,0.0,4.995341366956434
HD 192310 c,c,HD 192310,9.00446440892812,0.32,90.0,5.25,0.911,210.7308108007268,1.1744270715967736e-11,42.00960219478738,3.184,0.8,5166.0,-0.415,0.81,7.81,-0.04,8.79687,113.648,<a refstr=PEPE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...534A..58P/abstract target=ref> Pepe et al. 2011 </a>,Radial Velocity,2011,2011-10,1,1,5,0,303.8284712,-27.0337556,15.62553,-29.40279,0.27,-0.213,0.0,0.0,0.02,-0.01,0.0,0.9,-0.9,0.0,17.469281074217104
HD 137388 b,b,HD 137388,6.39750187689629,0.36,86.90317161570154,9.32,0.431,253.6483581792352,1.1744270715967736e-11,112.16735537190084,3.184,0.68,5181.0,-0.337242168318426,0.88,6.45,0.19,40.4841,24.6722,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Radial Velocity,2011,2011-11,1,0,0,0,233.915082,-80.2044169,309.74334,-19.58207,0.27,-0.213,0.0,0.0,0.01,-0.01,0.0,0.74,-0.74,0.0,26.22573800133358
HD 5319 c,c,HD 5319,14.949062974019606,0.183,86.90317161570154,13.8,0.7,347.8360754288446,3.255279881078778e-13,11.55330146327259,3.184,1.27,4871.0,0.15,4.06,3.1,0.15,121.405,8.20833,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,Radial Velocity,2014,2015-01,1,1,2,0,13.7558096,0.7893425,124.8456,-62.06908,0.27,-0.213,0.0,0.0,0.0511945,-0.05,0.0,0.6,-0.6,0.0,5.501621361622629
GJ 422 b,b,GJ 422,0.3927627700812539,0.11,86.90317161570154,3.33,1.65,298.83692385493026,1.1744270715967736e-11,80.8565799272882,3.184,0.35,3323.0,-1.95860731484177,0.370328,4.0,0.02,12.6631,78.9409,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,Radial Velocity,2014,2014-06,1,0,0,0,168.9810458,-57.5425629,290.36745,2.98047,0.27,-0.213,0.0,0.0,0.0114687,-0.0114687,0.0,2.2,-1.9,0.0,137.98436811894152
Kepler-55 f,f,Kepler-55,0.1823445204452662,0.0,88.27,1.59,4.31,613.3768950852956,25.438,6.576742976066597,2.173,0.631,4503.0,-0.763238847395667,0.62,2.34,-0.01,578.796,1.69932,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.1683291,44.0264898,74.25808,16.92531,0.1,-0.1,0.0,0.0,0.03,-0.03,0.0,2.45,-0.879,0.0,31.61743263343476
Kepler-55 d,d,Kepler-55,0.0390626934622692,0.0,84.94,1.59,4.31,1025.1110696656865,195.005,6.576742976066597,1.644,0.631,4503.0,-0.763238847395667,0.62,2.34,-0.01,578.796,1.69932,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Transit,2014,2014-03,0,0,0,0,285.1683291,44.0264898,74.25808,16.92531,0.09,-0.09,0.0,0.0,0.03,-0.03,0.0,2.45,-0.879,0.0,31.61743263343476
HD 82943 b,b,HD 82943,7.779974022503018,0.162,90.0,13.5,1.19,291.8303607741317,8.151964020837363e-12,130.88911232404482,3.184,1.08,5935.0,0.194,1.18,2.35,0.26,27.5902,36.2158,<a refstr=BALUEV___BEAUG_EACUTE__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..673B/abstract target=ref> Baluev & Beaug&eacute; 2014</a>,Radial Velocity,2003,2004-02,1,1,3,0,143.7114034,-12.1302976,245.84326,28.2507,0.27,-0.213,0.0,0.0,0.07,-0.05,0.0,0.33,-0.33,0.0,8.249746644799178
HD 82943 c,c,HD 82943,3.8756597197906166,0.3663,90.0,13.4,1.42,368.1357333266317,8.151964020837363e-12,128.95719620798624,3.184,1.08,5935.0,0.194,1.18,2.35,0.26,27.5902,36.2158,<a refstr=BALUEV___BEAUG_EACUTE__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..673B/abstract target=ref> Baluev & Beaug&eacute; 2014</a>,Radial Velocity,2003,2004-02,1,1,3,0,143.7114034,-12.1302976,245.84326,28.2507,0.27,-0.213,0.0,0.0,0.07,-0.05,0.0,0.33,-0.33,0.0,8.249746644799178
GJ 581 c,c,GJ 581,0.2184750857716624,0.0,86.90317161570154,2.21,2.8,357.70840900864374,1.1744270715967736e-11,44.84940312213039,3.184,0.31,3396.0,-1.885,0.33,4.3,-0.088136565887,6.2981,158.749,<a refstr=ROBERTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345..440R/abstract target=ref>Robertson et al. 2014</a>,Radial Velocity,2007,2007-07,3,3,5,0,229.8564725,-7.7226935,354.07234,40.02208,0.27,-0.213,0.0,0.0,0.01,-0.01,0.0,2.2,-1.9,0.0,186.89417484575952
HD 188015 b,b,HD 188015,7.940814674029045,0.137,86.90317161570154,13.6,1.04,273.61403169948784,7.339859465478166e-13,146.0643091284613,3.184,1.09,5746.0,0.0589155066509955,1.125296204215,6.61,0.289,50.6706,19.7065,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,Radial Velocity,2004,2005-01,1,2,2,0,298.0191857,28.0999769,64.56026,0.54239,0.27,-0.213,0.0,0.0,0.026151502149975,-0.026151502149975,0.0,2.2,-1.9,0.0,8.061832212954728
